0.00000     0.055300     0.057900     0.000000     0.000000
0.00000     0.815000     0.108200     0.000000     0.000000
0.00000     1.000000     0.149600     0.000000     0.000000
0.00000     0.107000     0.227900     0.000000     0.000000
0.00000   317.800000     0.778600     0.000000     0.000000
0.00000    95.200000     1.433500     0.000000     0.000000
0.00000    14.500000     2.872500     0.000000     0.000000
0.00000    17.100000     4.495100     0.000000     0.000000
0.00000     0.002200     5.906380     0.000000     0.000000
0.00000 333000.000000     0.000000     0.000000     0.000000
0.00200     0.055300    -0.243719     0.000000     0.000000
0.00200     0.815000    -0.429220     0.000000     0.000000
0.00200     1.000000    -0.550411     0.000000     0.000000
0.00200     0.107000    -0.685972     0.000000     0.000000
0.00200   317.800000     0.121299     0.000000     0.000000
0.00200    95.200000     1.160096     0.000000     0.000000
0.00200    14.500000     2.795298     0.000000     0.000000
0.00200    17.100000     4.462717     0.000000     0.000000
0.00200     0.002200     5.887492     0.000000     0.000000
0.00200 333000.000000     3.512098     0.000000     0.000000
0.00400     0.055300    -0.451251     0.000000     0.000000
0.00400     0.815000    -0.881081     0.000000     0.000000
0.00400     1.000000    -1.169927     0.000000     0.000000
0.00400     0.107000    -1.524537     0.000000     0.000000
0.00400   317.800000    -0.429869     0.000000     0.000000
0.00400    95.200000     1.111290     0.000000     0.000000
0.00400    14.500000     4.148381     0.000000     0.000000
0.00400    17.100000     3.408449     0.000000     0.000000
0.00400     0.002200     5.647402     0.000000     0.000000
0.00400 333000.000000     6.170823     0.000000     0.000000
0.00600     0.055300    -0.628316     0.000000     0.000000
0.00600     0.815000    -1.304388     0.000000     0.000000
0.00600     1.000000    -1.763492     0.000000     0.000000
0.00600     0.107000    -2.339895     0.000000     0.000000
0.00600   317.800000    -0.954795     0.000000     0.000000
0.00600    95.200000     1.113301     0.000000     0.000000
0.00600    14.500000     5.799299     0.000000     0.000000
0.00600    17.100000     2.520539     0.000000     0.000000
0.00600     0.002200     7.245525     0.000000     0.000000
0.00600 333000.000000     6.341902     0.000000     0.000000
0.00800     0.055300    -0.780011     0.000000     0.000000
0.00800     0.815000    -1.703036     0.000000     0.000000
0.00800     1.000000    -2.335645     0.000000     0.000000
0.00800     0.107000    -3.137080     0.000000     0.000000
0.00800   317.800000    -1.456545     0.000000     0.000000
0.00800    95.200000     1.163077     0.000000     0.000000
0.00800    14.500000     9.249438     0.000000     0.000000
0.00800    17.100000     1.721504     0.000000     0.000000
0.00800     0.002200     7.750876     0.000000     0.000000
0.00800 333000.000000     5.557104     0.000000     0.000000
0.01000     0.055300    -0.900192     0.000000     0.000000
0.01000     0.815000    -2.074737     0.000000     0.000000
0.01000     1.000000    -2.885424     0.000000     0.000000
0.01000     0.107000    -3.916311     0.000000     0.000000
0.01000   317.800000    -1.933203     0.000000     0.000000
0.01000    95.200000     1.280375     0.000000     0.000000
0.01000    14.500000    12.604497     0.000000     0.000000
0.01000    17.100000     1.010631     0.000000     0.000000
0.01000     0.002200     7.999702     0.000000     0.000000
0.01000 333000.000000     4.844341     0.000000     0.000000
0.01200     0.055300    -0.981243     0.000000     0.000000
0.01200     0.815000    -2.417510     0.000000     0.000000
0.01200     1.000000    -3.412045     0.000000     0.000000
0.01200     0.107000    -4.677959     0.000000     0.000000
0.01200   317.800000    -2.382737     0.000000     0.000000
0.01200    95.200000     1.499241     0.000000     0.000000
0.01200    14.500000    15.937573     0.000000     0.000000
0.01200    17.100000     0.388184     0.000000     0.000000
0.01200     0.002200     8.119628     0.000000     0.000000
0.01200 333000.000000     3.956547     0.000000     0.000000
0.01400     0.055300    -1.008946     0.000000     0.000000
0.01400     0.815000    -2.727416     0.000000     0.000000
0.01400     1.000000    -3.913405     0.000000     0.000000
0.01400     0.107000    -5.421593     0.000000     0.000000
0.01400   317.800000    -2.800307     0.000000     0.000000
0.01400    95.200000     1.925499     0.000000     0.000000
0.01400    14.500000    19.261392     0.000000     0.000000
0.01400    17.100000    -0.132673     0.000000     0.000000
0.01400     0.002200     8.164333     0.000000     0.000000
0.01400 333000.000000     2.682798     0.000000     0.000000
0.01600     0.055300    -0.941800     0.000000     0.000000
0.01600     0.815000    -2.993086     0.000000     0.000000
0.01600     1.000000    -4.383617     0.000000     0.000000
