r,r_x,r_y,r_z,V,v_x,v_y,v_z
1.4524427433491351,-1.373929732612745,0.43552494664350055,-0.1795133237434149,0.653190652834366,0.45536989092434144,-0.4602242126817016,0.08654458649301194
0.9659009285509527,-0.5779382628430189,-0.5821937470400137,0.509904313597262,0.9687973313675846,0.4760584774336871,-0.5753560626304761,0.617172582445809
1.8556708218766564,0.06409766305284108,-1.4897750716684326,-1.1045252032393222,0.25888441625348674,0.2092699458935852,-0.14984631367297752,0.027808505950952307
4.003593043345498,0.9295501424691655,2.4687677199170506,-3.0116241024496384,0.28096533239234744,-0.16227272323987968,-0.2264460330733526,-0.03648664692730508
2.3488261763655753,-0.6558394191162648,-2.1903311495085687,-0.5378740731861315,0.2925928824176712,0.11063427721268516,-0.05297489973592738,0.2656394389865261
0.4668551375685817,0.21098862534105722,-0.3996545383071422,-0.11710580455884899,0.4973157740656117,-0.23532842485669872,-0.056777420564405184,0.43441896379301437
3.7743620722761166,-1.0343217757584888,-3.134196221694445,-1.8310656899042514,0.2706203641852395,-0.12230092170123863,-0.2123173094356728,0.11488788524807964
1.2283740438912034,1.169136933052986,0.3732898309805223,0.05173321528398356,0.7442033609187906,0.6782385023383554,0.10343685418581647,-0.288326192956503
1.1937898139846603,-0.6497569886124542,-0.38711239207946485,0.9236308632897233,0.6737364302022354,0.3406696787785402,-0.4255650666964852,-0.3959284295806428
0.9271702383981446,-0.8105070870657338,-0.38416126213985086,-0.23482554686108556,0.7210436048115122,0.6258051712909474,0.16000921996694398,-0.32041975149896484
1.1488878560991231,0.957592889036519,-0.395141876096273,-0.4968118985228215,0.4481256761349581,0.41337025750745415,-0.0925042929868998,-0.1462347687748307
0.7629321829371527,-0.6042998617446499,0.4345769269545266,-0.16742188451754447,0.4755619104883651,-0.32411901527637305,0.2876771234172095,-0.19582611497452956
3.8218609553163834,-1.912043930954049,-3.1624240972217197,0.974568108027879,0.5120872436044074,0.3839666573986768,0.09475840435807383,0.3253056960336825
